,Step Number,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve
6,5,751.2941176,753.2941176,134.7058824,0,724.3529412,100.2941176,1222.470588,9475.588235,8999.470588,-1299.470588,24.70588235,16404.35294,19883.05882,-105.5882353,16667.52941,354.4117647,0,27526.11765,49.29411765
6,5,752,754,134.1764706,0,705.4705882,101,1199.882353,9476.294118,9015.882353,-791.5882353,23.82352941,16576.58824,19880.94118,-289.8235294,16756.11765,353.5294118,0,27508.11765,50
6,5,752,753.9411765,134.9411765,0,702.4705882,100.9411765,1189.647059,9422.294118,9072,-442.8823529,23,16568.11765,19905.76471,-374,16456.47059,355.5294118,0,27378,50
6,5,752,753.0588235,134.0588235,0,694.5294118,100.0588235,1184.352941,9501.705882,9012,68.88235294,23,16539.88235,19932.23529,241,16433.52941,348.4705882,0,27378,50
6,5,752,753.8235294,134,0,688.2352941,100,1185.647059,9484.764706,8999.764706,-500.6470588,23,16333.76471,19904.35294,8.588235294,16576.94118,354.5882353,0,27493.29412,50
6,5,752,754,134,0,681.3529412,100,1186.705882,9496.235294,8993.058824,-198.7058824,23,16493.29412,19912.11765,93.29411765,16533.17647,352.4705882,0,27518,50
6,5,752,754,132.2352941,0,676.6470588,100.5882353,1185.823529,9461.823529,9004.529412,-33.11764706,23,16540.35294,19990.94118,43.58823529,16662,347.4705882,0,27473.29412,50
6,5,751.5294118,753.0588235,131.4705882,0,671.2352941,101,1185,9460.294118,9002.235294,-280.6470588,23,16560.58824,19962,-62.64705882,16732.58824,346.4117647,0,27430.70588,50
6,5,751,752.3529412,131.6470588,0,665.5882353,100.6470588,1185,9476.529412,9012.647059,-720.2352941,23.35294118,16521.94118,19914.35294,-162.3529412,16558.94118,349.0588235,0,27403.17647,50
6,5,751.2352941,753,131,0,659.9411765,100,1184.764706,9457.529412,9046.823529,-916.9411765,24,16419.70588,20019.29412,-297.4117647,16322.70588,350.2941176,0,27381.17647,50
6,5,752,753.1176471,131.4705882,0,648.7058824,100.1176471,1183.882353,9482.235294,9015.705882,-671.5294118,24,16596.94118,20107.05882,-335.5882353,16368.23529,347.7647059,0,27390,50
6,5,752,754,135,0,639,101,1183,9484,9006,-1733,24,16349,20100,-295,16790,346,0,27330,50
6,5,752,754,132.3529412,0,622.2352941,101,1181.235294,9423.117647,9066.882353,-1232.705882,24.88235294,16208.70588,19974.70588,-304.7058824,17038.82353,354.8235294,0,27349.41176,50
6,5,751.2352941,752.4705882,134.2941176,0,595.5294118,101,1178.705882,9457.058824,9055.882353,-828,25,16396.47059,20150.70588,-406.9411765,16796.70588,346.0588235,0,27321.41176,50
6,5,751.6470588,752.6470588,133.0588235,0,575.0588235,100.3529412,1178,9470,9087.529412,-1050.764706,25,16381.70588,20244.94118,-524.0588235,16768.94118,348.1764706,0,27262.82353,49.35294118
6,5,752,753.5294118,131.4705882,0,566.4117647,100,1181.176471,9466.823529,9106.411765,-1010.882353,25,16085.94118,20214.23529,-537.1176471,16598.82353,346.2352941,0,27168.23529,49
6,5,752,753.5882353,132.6470588,0,563.7647059,100.4117647,1184.823529,9471.411765,9096.764706,-961.1176471,24.58823529,16070.17647,20229.29412,-238.5294118,16449.64706,342.8235294,0,27116.23529,49
6,5,752,753,134.7058824,0,573.4705882,101.2941176,1188.352941,9488.470588,9078.235294,-791.7058824,23.41176471,16496.94118,20350.47059,401.1764706,16381.41176,347.8235294,0.294117647,27200.94118,49
6,5,752,753,133.6470588,0,614.0588235,101.8235294,1193.823529,9510.176471,9062.529412,311.0588235,21.64705882,16818.11765,20374.11765,858.5882353,16225.76471,354.5294118,0.823529412,27408.47059,49.17647059
6,5,752,753.0588235,132,0,679.3529412,101.0588235,1192.823529,9535.882353,9062.411765,1204,20.17647059,16858.17647,20076.47059,116.3529412,16689.05882,343.2352941,0.058823529,27558.23529,50
6,5,752,753.9411765,132,0,744.6470588,101.9411765,1190.176471,9489.117647,9023.588235,454,22.82352941,16470.82353,20083.52941,1.647058824,15954.94118,346.7647059,0.941176471,27531.76471,50
6,5,752,754,133.6470588,0,819,100.3529412,1184.235294,9511.529412,9037.470588,388.3529412,21.35294118,16548.76471,19888,93.64705882,16184.35294,346.1764706,0.176470588,27768.82353,50
6,5,752,753.2941176,132.5882353,0,912.3529412,100,1187.235294,9462.647059,9043.823529,714.6470588,21,16765.82353,19608.82353,403.7058824,16345.64706,348.8235294,0,27941.41176,50
6,5,752,753,133.1764706,0,988.5294118,100,1189.588235,9430.588235,9074.411765,426.1176471,21,16935.82353,19398.23529,205.7647059,16370.35294,348.2352941,0,28003.76471,50
6,5,751.5294118,753,134.4705882,0,1023.705882,100.4705882,1186.235294,9424,9058.294118,324.7058824,20.52941176,17087.88235,19327.52941,-174.6470588,16374,346.5294118,0,27918.82353,50
6,5,751.3529412,753.3529412,134.6470588,0,1029.352941,101,1183.764706,9414.470588,9016.647059,563.6470588,20.35294118,17103.58824,19307.05882,-176.2352941,16384.23529,347.0588235,0.352941176,27837.29412,50
6,5,752,753.7647059,133.2941176,0,1030.941176,101,1186.764706,9397.470588,9028.705882,528.7058824,20.76470588,16975,19273.76471,123.1764706,16348.82353,349.4705882,1,27905.88235,50
6,5,752,753.1176471,131.2352941,0,1034,101.1176471,1185.882353,9400.176471,9070.705882,328,20,17037.52941,19321.76471,130.0588235,16299.05882,350.2941176,0.882352941,27984.35294,50
6,5,752,754,133,0,1034,102,1185,9409,9076,463,20,16824,19200,738,16442,345,0,27942,50
6,5,752,753.1176471,132.1176471,0,1038.411765,100.2352941,1186.764706,9392.235294,9061,739.1764706,20.88235294,16755.17647,19184.11765,81.52941176,16318.47059,349.4117647,0,28033.76471,50
6,5,752,753,133.5294118,0,1039,100.7647059,1186.235294,9448.882353,8992.470588,330.9411765,21,16941,19287.52941,-15.94117647,16448.82353,348.4705882,0,28003.17647,50
6,5,752,753,133.3529412,0,1040.294118,101,1184.705882,9443.705882,9011.470588,153.2352941,21,16939.52941,19279.88235,0.411764706,16446.11765,346.0588235,0,28000.35294,50
6,5,752,753.5294118,133.5294118,0,1039.941176,100.4705882,1185.588235,9456.411765,8998.588235,324.2352941,21,16914.47059,19208.23529,45.41176471,16409.41176,346.0588235,0,27911.76471,50
6,5,752,753.5882353,133.5882353,0,1039.823529,100.4117647,1185.764706,9475.705882,8975.411765,412.8235294,21,16815.76471,19227.41176,68.17647059,16367.88235,350.7058824,0.411764706,27884.82353,50
6,5,752,752.4117647,132.7058824,0,1041.588235,101.2941176,1184,9459.823529,8994.235294,371.6470588,21,16680.47059,19302.11765,86.70588235,16316.11765,355.7058824,0.705882353,27946,50
6,5,752,751.3529412,132.3529412,0,1042.647059,101.8235294,1184,9432.823529,9011.529412,501.3529412,21,16781.41176,19242.47059,130.4705882,16348.58824,356.0588235,0,27880.35294,50
6,5,752,753.0588235,133.8823529,0,1041.294118,100.9411765,1184.058824,9431.117647,9002.294118,251,21,17041.76471,19152.82353,-17.64705882,16558.23529,359.9411765,0,27801.41176,50
6,5,752,753.9411765,132.1176471,0,1045.705882,100.0588235,1184.941176,9417.882353,9036.705882,461,21,16648.23529,19315.17647,-312.3529412,16441.76471,344.0588235,0,27852.58824,50
6,5,752,754,131.1764706,0,1048.470588,100,1185,9469.705882,8985.470588,482.4117647,21,16730.70588,19251.88235,397.6470588,16473.52941,343,0,27890.58824,50
6,5,752,753.2941176,133.8235294,0,1051.823529,100,1185,9478.176471,8971.176471,315.2941176,21,16802,19308,215.1764706,16489.05882,354.2941176,0,27845.76471,50
6,5,752,753,133.8235294,0,1051.235294,100,1184.411765,9435.823529,8999.411765,393.2352941,21,16813.17647,19223.88235,50.47058824,16453.17647,351.9411765,0,27921.64706,50
6,5,752,753.4705882,133,0,1051.411765,100,1185.411765,9399,9026.117647,297.4705882,21,16672.41176,19176,9.529411765,16363.88235,350.2941176,0,27966.47059,50
6,5,752,753.6470588,133.3529412,0,1054.764706,100.7058824,1185.941176,9388.588235,9038.294118,225.4705882,21,16665.70588,19231.05882,-149.6470588,16307.41176,351.5294118,0,27896.94118,50
6,5,751.7647059,752.7647059,134,0,1056.352941,102,1184,9403.176471,9034.352941,491.8235294,21,16929.35294,19280.11765,-152.6470588,16302.82353,347.7058824,0,27817.52941,50
6,5,751.1176471,752.1176471,134,0,1051.352941,101.7647059,1184.235294,9453.470588,8993.882353,434.6470588,21,16906.11765,19306,551.5294118,16229.41176,350.2352941,0,27818.58824,50
6,5,752,753,134,0,1054,100,1186,9412,9023,327,21,16772,19156,23,16390,352,0,27838,50
6,5,752,753.8823529,134.8823529,0,1054,100,1185.117647,9454.352941,8992.117647,192,21,16986.41176,19277.76471,95.35294118,16411.17647,344.9411765,0,27871.52941,50
6,5,752,754,134.2352941,0,1056.294118,100,1184.235294,9443.176471,9006.352941,619.0588235,21,16930.88235,19248.11765,107.2941176,16352.82353,349.3529412,0,27923.41176,50
6,5,752,753.3529412,134.6470588,0,1054.411765,100.6470588,1182.705882,9414.705882,9046.941176,283.6470588,21,16925.70588,19204.23529,-160.5294118,16508.70588,349.0588235,0,27921.17647,50
6,5,752,753,133.4117647,0,1055.117647,100.4705882,1183.058824,9425.823529,9045.352941,428.3529412,21,16883.52941,19163.64706,-94.70588235,16529.88235,352.7647059,0,27969.17647,50
6,5,752,753,132.8235294,0,1055.764706,100.4117647,1184.823529,9421.470588,9037.294118,534.8235294,21,16751.17647,19142.82353,-51.76470588,16482.94118,352.4705882,0,27950,50
6,5,751.7058824,753.2941176,134,0,1054.882353,101,1186.294118,9399.705882,9039.058824,450.4117647,21,16646.47059,19192.23529,12.94117647,16478.23529,346.8823529,0,27881.76471,50
6,5,751.1764706,753.6470588,133.8235294,0,1057,101,1186.647059,9429.352941,9002.705882,996.0588235,21,16671.17647,19288.58824,551.8823529,16405.88235,348.2941176,0,27942.47059,50
6,5,751.9411765,752.1176471,133.1176471,0,1056.764706,100.9411765,1184.941176,9402.176471,8982.823529,479.9411765,21,16616,19199.17647,-11.11764706,16429.41176,345.7058824,0,27869.29412,50
6,5,751.0588235,753.8823529,134.8823529,0,1053.235294,100.0588235,1184.058824,9389.823529,9055.176471,644.0588235,21,16826,19216.82353,-327.8823529,16510.58824,356.2941176,0,27858.70588,50
6,5,751.8235294,754,135,0,1052.176471,100,1183.176471,9420.294118,9013.882353,277,21,16893.52941,19247.64706,360.0588235,16336.47059,352.0588235,0,27884.35294,50
6,5,752,753.2941176,133.5882353,0,1054.117647,100,1183.705882,9441.823529,8987.764706,644.2352941,21,16577.47059,19239.88235,224,16326.23529,346.7647059,0,27911.17647,50
6,5,752,753,134.1764706,0,1056.176471,100,1184,9412.117647,9022.764706,668.0588235,20.41176471,16723.94118,19223.41176,115.7647059,16300.35294,350.8823529,0,27908.23529,50
6,5,752,752.5294118,134.0588235,0,1056.058824,100,1184,9387.941176,9045.411765,481.0588235,20.47058824,16934.23529,19205.64706,149.4117647,16269.29412,350.7647059,0,27964.94118,50
6,5,752,752.3529412,132.6470588,0,1055,100,1183.647059,9402.058824,9023.176471,425.1176471,21,16834.35294,19235.64706,6.117647059,16372.70588,344.5882353,0,27963.17647,50
6,5,752,753,132.4705882,0,1055.235294,100,1183,9427.411765,8992,505.4705882,21,16656.82353,19318.11765,-309.7058824,16527.76471,343.1764706,0,27819.88235,50
6,4.882352941,751.8823529,753.1176471,134.1176471,0,1008.470588,100,1188.647059,9432.705882,8991.352941,394.1764706,21.47058824,16789.23529,19417.05882,-305.7647059,16400.47059,347.7058824,0,27779.76471,49.88235294
6,4,751,754,135,0,652,100,1231,9438,9084,-1232,25,17031,20010,-259,16524,353,0,27628,49
7,4,751,754,135,0,652,100,1231,9438,9084,-1232,25,17031,20010,-259,16524,353,0,27628,49
7,4,751,753.1176471,132.3529412,0,633.4705882,100.8823529,1229.235294,9408.882353,9077.823529,-1208.176471,25,17041.58824,19994.11765,340.1176471,16816.94118,351.2352941,0,27622.70588,49
7,4,751,753.7647059,132,0,625.6470588,100.2352941,1230.529412,9420.294118,9050.235294,-923.5882353,25.76470588,16796,19992,475.0588235,16800.94118,351.7647059,0,27548.58824,49
7,4,751,755.9411765,133.2941176,0,617.5294118,100.6470588,1221.941176,9459.294118,9026.470588,-1062.176471,25.35294118,16515.52941,20103.29412,-176.4117647,16742.58824,346.1764706,0,27401.76471,49
7,4,751,755.4117647,133.4705882,0,597.5882353,100.4705882,1202.176471,9463.705882,9042.882353,-1073.823529,25.52941176,16396.05882,20169.29412,-551.5882353,16723.17647,349.3529412,0,27293.76471,49.52941176
7,4,751,753.1764706,133.4117647,0,663.2941176,100.4117647,1180.352941,9460.470588,9043.176471,-149,25.17647059,16592,20229.17647,33.17647059,16205.52941,354.5882353,0.411764706,27290.11765,50
7,4,751,752.2941176,133.7058824,0,1063,101,1163.882353,9471.058824,9014.941176,248.3529412,24,16866.70588,20025.64706,437.5882353,15974.35294,353.7058824,0.705882353,27464.82353,49.70588235
7,4,751,753.1764706,133.1764706,0,1759.176471,101,1160.705882,9467.176471,9035.058824,-1627.529412,24,16810.23529,19401.29412,-516.9411765,17066.70588,351.2352941,0,27787.41176,48.82352941
7,4,751,754.0588235,134,0,1809.941176,100.9411765,1192.470588,9481.176471,9094.294118,-1529.352941,23.94117647,16732.29412,19648.35294,48.58823529,16434.82353,343.5882353,0,27846.82353,48
7,4,751,754.9411765,134,0,1719.058824,100.0588235,1199.529412,9468.823529,9068.705882,-229.6470588,23.05882353,16946.70588,19623.64706,687.4117647,16567.17647,352.4117647,0,27799.17647,48
7,4,751.8235294,753.3529412,131.5294118,0,1439.588235,100,1207.411765,9486.941176,9034.882353,781,23.82352941,16742.76471,19566,95.05882353,16920.23529,348.0588235,0,27852,48.82352941
7,4,751.2941176,753.7058824,133.8235294,0,1577.235294,100,1170.882353,9440.882353,9044.235294,362.0588235,24,16602.11765,19589.29412,18.29411765,16721.52941,347.7058824,0,27835.76471,49
7,4,751,753.4117647,133.2352941,0,1659.588235,100.5882353,1178.529412,9429.411765,9039.823529,-1144.411765,24,16638.29412,19498.11765,-251.7058824,16525.64706,346.8235294,0,27839.29412,49
7,4,751.4705882,752.5294118,132.9411765,0,1661.882353,100.0588235,1190.294118,9446.823529,9059.764706,-1318.764706,24,16866.52941,19389.17647,-238.7058824,16389.88235,346.9411765,0,27823.64706,49
7,4,751.6470588,752,132.5882353,0,1666.117647,99.35294118,1184.294118,9462.176471,9074.411765,-839.4705882,24,16917.52941,19352.82353,-9.647058824,16349.29412,348.3529412,0,27783.41176,49
7,4,751,752.2352941,131.1764706,0,1671.882353,100.4705882,1183.705882,9467.529412,9041.882353,-1283.117647,24,16625.70588,19408.82353,48.82352941,16374.35294,349,0.235294118,27779.52941,49
7,4,751.1176471,753.1176471,134.2941176,0,1681.529412,101.7647059,1185.764706,9463.294118,9035.705882,-900.5294118,24,16557.41176,19540.11765,306,16207.41176,349.2352941,0.882352941,27820.35294,49
7,4,752,754,129,0,1708,100,1184,9443,9041,-1002,24,16613,19286,21,16458,351,0,27748,49
7,4,752,754,130.7647059,0,1723,100.8823529,1184.882353,9470.352941,9043.647059,-1106.117647,24,16720.64706,19344.23529,41.29411765,16585.05882,349.2352941,0.882352941,27880.35294,49
7,4,751.2352941,753.2352941,133.2941176,0,1734.176471,100.2352941,1185,9483.941176,9021.058824,-1128.411765,24,16501.76471,19260.23529,23.35294118,16360.35294,349.7647059,0.235294118,27826.11765,49
7,4,751.6470588,753.6470588,128.8235294,0,1741.529412,100.6470588,1185,9465,9019.176471,-1077.294118,24,16532.23529,19281.17647,103.7058824,16441.29412,349.3529412,0,27822.11765,49
7,4,752,753.4705882,130.7647059,0,1746.117647,100.4705882,1184.470588,9435,9021.470588,-743.5882353,23.47058824,16766.94118,19375.76471,-121.1176471,16547.17647,346.3529412,0,27823.52941,49
7,4,751.5882353,753,134.1764706,0,1747.588235,100,1184,9417.764706,9043.647059,-795.4117647,23,16796.70588,19373.41176,-169.4705882,16615.41176,344,0.411764706,27857.17647,49
7,4,751.2941176,753,133.2941176,0,1746.705882,100.2941176,1184.588235,9432.764706,9070.117647,-1258.352941,23,16556.41176,19318.11765,196.7058824,16619.52941,345.1764706,1,27944.23529,49
7,4,752,753.1764706,134,0,1745.647059,101,1185.470588,9470.352941,9060.235294,-1376.058824,23,16477,19382,356.9411765,16427.52941,347.4705882,0.823529412,27984.47059,49
7,4,751.9411765,754,133.9411765,0,1744.117647,101,1183.176471,9456.294118,9077.941176,-1830.941176,23,16720.11765,19296.23529,97.82352941,16277.05882,345.5882353,0,27864.94118,49
7,4,751.0588235,754,133.0588235,0,1745.882353,101,1185.823529,9430.705882,9047.058824,-810.0588235,23,16586.88235,19269.76471,65.17647059,16292.94118,354.4117647,0,27999.05882,49
7,4,751,753.1764706,134.6470588,0,1749.294118,100.1764706,1185.176471,9478.411765,9066.411765,-954.4705882,23,16718.82353,19330.58824,826.4117647,16137.52941,353.3529412,0.823529412,27872.94118,49
7,4,751.7058824,752.2941176,135.7058824,0,1749.294118,99.29411765,1185,9478.411765,9055.470588,-840.4705882,23,16596.52941,19284.70588,781.0588235,15985.41176,357.9411765,1,27966.82353,49
7,4,752,752.5882353,134.2352941,0,1747.823529,100.1764706,1184.411765,9492.235294,9031.941176,-353.4117647,23,16654.76471,19265.88235,111.0588235,16023.05882,355.8823529,0.411764706,27999.17647,49
7,4,751.5294118,753.4705882,133.4705882,0,1748.411765,101.4705882,1183.529412,9465.941176,9028.941176,-290.0588235,23,16620.94118,19277.52941,-115.8235294,16283.52941,353,0,27908.82353,49
7,4,751.3529412,753.2941176,133.2941176,0,1750,101.6470588,1183.352941,9423.764706,9054.882353,-563.4117647,23,16487,19341.05882,-60.23529412,16414.11765,351.2352941,0,27804.35294,49
7,4,752,752.4705882,131.2941176,0,1750,101,1184,9435.470588,9077.411765,-1098.588235,23,16435.47059,19408.58824,-248.9411765,16215.17647,350.3529412,0,27779.05882,49
7,4,751.8823529,754,129.7058824,0,1749.882353,101.1176471,1184,9461.352941,9052.823529,-2456.941176,23,16301.88235,19295.05882,16.29411765,16157.64706,355.8823529,0,27808.11765,49
7,4,751,754,135,0,1749,102,1184,9449,9029,-199,23,16556,19258,-19,16380,340,0,27854,49
7,4,751.8823529,753.1176471,135,0,1748.117647,99.35294118,1183.117647,9471.941176,9029,-375.4705882,23,16744.82353,19229.76471,1123.647059,16214.11765,352.3529412,0,27966.94118,49
7,4,752,753,134.2352941,0,1752.588235,99.76470588,1183,9429.117647,9072.588235,-1098.705882,23,16850.29412,19377.41176,67,16410.70588,347.8823529,0,27968.23529,49
7,4,752,753,134.6470588,0,1750.764706,100.6470588,1183.647059,9418.882353,9104.764706,-2255.470588,23,16592.88235,19358,102,16256.70588,349.2352941,0,27947.17647,49
7,4,752,752.4705882,135,0,1750.058824,100.4705882,1185.588235,9436.352941,9073.176471,-1758.352941,23,16638.05882,19340,-144.5294118,16390.11765,351,0.529411765,27960.23529,49
7,4,752,752.4117647,135,0,1750.588235,100.8235294,1185.764706,9431.470588,9059.058824,-611.7058824,23,16757.76471,19329.64706,-307.7647059,16505.64706,349.3529412,0.588235294,27900.94118,49
7,4,752,753,134.7058824,0,1751.764706,101.7058824,1184,9407.058824,9087.882353,-455.8235294,23,16727.47059,19311.41176,49.29411765,16325.05882,346.7058824,0,27816.82353,49
7,4,752,753,133.8235294,0,1754.941176,101,1183.823529,9415.705882,9071.117647,-760.0588235,23,16786.76471,19331.52941,54.58823529,16332.11765,346.8823529,0,27863.76471,49
7,4,752,752.9411765,133.0588235,0,1749.882353,101,1183.117647,9437,9038.294118,50.11764706,23,16503.11765,19215.41176,122.6470588,16622.82353,351.2941176,0.058823529,27764.11765,49
7,4,752,752.0588235,133.9411765,0,1748.117647,101,1184.882353,9497,9027.705882,96.88235294,23,16744.88235,19326.58824,-17.64705882,16635.17647,355.7058824,0.941176471,27825.88235,49
7,4,751.1764706,753.6470588,132.3529412,0,1743.882353,100.1764706,1185.823529,9450.764706,9078.882353,-1578.352941,23,16418.41176,19362,98.17647059,16342.82353,348.5882353,0.176470588,27858,49
7,4,751,753.2941176,132,0,1744.411765,100.7058824,1184.588235,9461.176471,9054,-924.3529412,23,16677.47059,19298.82353,-220.1764706,16356.23529,344.8823529,0,27903.52941,49
7,4,751.5882353,753,131.4117647,0,1746.176471,101.5882353,1185.764706,9470,9044.882353,-509.6470588,23,16491.88235,19262.94118,-69.88235294,16445.64706,342.8235294,0,27922.35294,49
7,4,752,751.5882353,133.3529412,0,1740.882353,101.5294118,1184.647059,9464.352941,9031.588235,-1149.823529,23,16523.82353,19291.88235,104,16433.29412,342.9411765,0,27926.82353,49
7,4,752,750.7058824,134.5882353,0,1733.647059,101,1183.058824,9462.941176,9010.588235,-1671.294118,23,16690.41176,19323.64706,-74.94117647,16500.35294,346.1176471,0.352941176,27904.58824,49
7,4,752,752.2352941,132.2352941,0,1730.882353,100.7647059,1185.470588,9452,9026.823529,-1054.941176,23,16462.70588,19313.88235,-324.7647059,16533.88235,349.5294118,0.764705882,27885.29412,49
7,4,752,753,132.8823529,0,1722.352941,100.1176471,1187,9391.705882,9082.705882,-167.2941176,23,16455.70588,19319.52941,-259.7058824,15989.05882,347.5294118,0,27954.23529,49
7,4,752,753,132,0,1710,101,1187,9427,9043,78,23,16386,19316,-70,16732,344,0,27806,49
7,4,752,753,132.8823529,0,1541.470588,101,1194.058824,9436.705882,9017.411765,-1092.882353,23,16559.82353,19324.82353,-370.8823529,17026.70588,344.8823529,0,27830.70588,49
7,4,752,753.7647059,132.2352941,0,1346.176471,101,1194.235294,9405.117647,9082.058824,183.2941176,23,16560.82353,19489.64706,-622.0588235,16490.94118,350.3529412,0,27688.70588,49
7,4,752,753.3529412,133.9411765,0.647058824,1148.705882,101,1188.823529,9435.117647,9061.588235,398.1764706,23,16442.05882,19590.47059,-849.4117647,16634.94118,353.2941176,0,27603.88235,49
7,4.529411765,752,753,133.4117647,0.470588235,977.8823529,99.94117647,1188.117647,9433.705882,9021,41,24.05882353,16175.58824,19691.05882,-690.7647059,16758.11765,348.7058824,0,27602.11765,49.52941176
7,5,752,753.4117647,133.2352941,0,835.8823529,99.41176471,1203.176471,9441.823529,9020.235294,-702.7058824,25,16254.88235,19788.11765,-220.2352941,16711.17647,346.0588235,0,27596.94118,49.58823529
7,5,752,753.7058824,135,0,740.8823529,100.2941176,1217.882353,9478.882353,9037.882353,-1199.470588,24.70588235,16620.76471,19855.76471,13,16639.41176,348.1176471,0,27551.64706,49.29411765
7,5,752,753,134.8235294,0,718.1176471,101,1203.941176,9476.058824,9022.705882,-425.4705882,23.82352941,16595.17647,19906.94118,-232.6470588,16494.70588,347.4117647,0,27521.29412,50
7,5,751.9411765,752.9411765,134.0588235,0,713.1764706,101,1184.941176,9504.117647,9001.941176,154.1176471,23,16575.23529,19902.58824,2.529411765,16600.23529,354.1176471,0,27509.17647,50
7,5,751.0588235,752.0588235,134.9411765,0,700.8235294,101,1184.058824,9430.882353,9061.058824,-219.1176471,23,16683.76471,19911.41176,-274.5294118,16453.76471,355.8823529,0,27376.82353,50
7,5,751.8235294,752.8235294,131.7058824,0,690.1176471,100.1764706,1186.470588,9498.470588,8999.941176,-304.9411765,23,16708.29412,19941.64706,-453.5882353,16434.11765,348.5882353,0,27450.35294,50
7,5,752,753,133.1176471,0,683.7647059,100.7058824,1185.588235,9456.823529,9055.882353,-147.1764706,23,16535.52941,19839.29412,-131.5294118,16465.88235,348.4117647,0,27452.47059,50
7,5,752,753,134.5882353,0,680.8235294,101.5882353,1184.411765,9467.705882,9068.529412,-454.2352941,23,16459.64706,19915.17647,-274.7647059,16442.35294,350.1764706,0,27477.76471,50
7,5,752,753.4705882,133.5882353,0,678.1176471,101.5294118,1185.411765,9471.764706,9039.588235,-495.9411765,23.47058824,16502.70588,19959.52941,-194.7647059,16625.88235,347.2352941,0,27468.94118,50
7,5,751.6470588,753.6470588,132,0,671.0588235,101,1186.294118,9447.588235,9024.941176,-314.8823529,24,16446.41176,20002.94118,-66.29411765,16696.11765,343.7058824,0,27420.58824,50
7,5,751.2352941,753,131.7647059,0,659.1764706,100.7647059,1185.470588,9443.352941,9040.823529,-580.1764706,24,16247.70588,20166,-295.8235294,16465.88235,346.6470588,0,27415.76471,50
7,5,752,752.8823529,131.2352941,0,648,100,1186.529412,9436.588235,9063,-1075.411765,24,16236.76471,20134.47059,34.47058824,16699.41176,352,0,27466.58824,50
7,5,752,752,133,0,633,100,1183,9426,9063,-1446,24,16235,19898,-442,16650,352,0,27366,50
7,5,752,753.7647059,132.1176471,0,625.9411765,100,1183.882353,9455.117647,9047.117647,-1209.529412,24.88235294,16172.35294,20155.64706,-375.8235294,16757.64706,343.1764706,0.882352941,27366,50
7,5,752,753.2352941,132.7647059,0,597.4705882,101.5294118,1177.882353,9451.352941,9071.764706,-1077.823529,25.76470588,16340.64706,20064.58824,-600.2352941,16836.23529,347.3529412,0.235294118,27249.76471,50
7,5,751.3529412,753,133.6470588,0,578,102,1179.235294,9478.764706,9059.294118,-1036,25.35294118,16349.05882,20077.76471,-438.4117647,16777.05882,347.7058824,0,27172.58824,49.35294118
7,5,751.5294118,753.5294118,132.9411765,0,562.4705882,101.4705882,1179.941176,9478.588235,9081.882353,-1087.705882,25,16232.94118,20281.76471,-370.2941176,16587.88235,351.2352941,0,27124.58824,49
7,5,752,753.5882353,131.5882353,0,555.2352941,100.5882353,1181.882353,9503.529412,9084.411765,-842.5294118,24.58823529,16088.17647,20372.94118,-371.5294118,16339.41176,354.1764706,0,27111.05882,49
7,5,752,753,131.5882353,0,574.9411765,100.2941176,1189.235294,9542.647059,9074.117647,-119.2941176,23.11764706,16301.11765,20318.23529,-129.1764706,16152.94118,352.1176471,0.294117647,27238.11765,49
7,5,752,753.1764706,133,0,630.7058824,101,1195.588235,9512.647059,9130.411765,519,21,17087.47059,20364.82353,357.5294118,16161.76471,349.2941176,1,27527.88235,49.17647059
7,5,752,753.9411765,132.9411765,0,694.1176471,100.9411765,1188.941176,9558.705882,9068.823529,147.5882353,21,17341.82353,20137.41176,703.2352941,16378.70588,345.9411765,0.941176471,27602.11765,50
7,5,752,753.0588235,132.0588235,0,755.8823529,100.0588235,1188.058824,9434.294118,9096.176471,246.4117647,21,17204.17647,19888.58824,181.7647059,16149.29412,345.0588235,0.058823529,27603.88235,50
7,5,752,752.1764706,131.1764706,0,845.6470588,99.17647059,1188.823529,9439.176471,9084,809.7058824,20.17647059,17067.35294,19862.11765,210.4117647,16293.76471,352.4117647,0.823529412,27832.94118,50
7,5,751.2941176,752.7058824,131.7058824,0,930.3529412,100.4117647,1188.294118,9448.352941,9010.411765,677.7058824,20.70588235,16892.47059,19567.76471,53.17647059,16284.23529,354,0.294117647,27889.05882,50
7,5,751.5882353,753,132.5882353,0,994.4705882,100.4117647,1185.647059,9463.941176,8969.235294,532.4117647,21,16991,19407.17647,194.9411765,16401.29412,352.2352941,0,27892,50
7,5,752,752.5294118,133.4705882,0,1023.764706,100.4705882,1184.470588,9470.647059,8971.823529,775.0588235,21,16945.35294,19234.11765,58.82352941,16489.41176,349.1176471,0,27940,50
7,5,752.3529412,752.7058824,133.2941176,0,1029.411765,101,1186.058824,9450,8999.176471,1131.176471,21,16724.94118,19178,131.8823529,16493.29412,346.6470588,0,27957.29412,50
7,5,752.7647059,754,132.9411765,0,1032.235294,101,1187.529412,9411.352941,9029.588235,1023.352941,20.76470588,16716.82353,19375.52941,584.3529412,16537.52941,345.5294118,0,27883.41176,50
