ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y
956,7,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3,60.9660897629479,60.9504975182622,60.61928688840298,181.13000730334846,181.3467489024808,181.32085970661882,-26,15,7,0
957,6,7.0,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38,12.2,42.10935192653452,42.71402961035289,42.64046601177167,127.95366199547954,127.19207852845605,127.29276957669943,-21,-28,-21,0
958,6,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,33.43291169904078,33.21218490457728,33.52125340814189,123.81056681815905,123.28570888869798,123.02451795362258,-14,49,24,0
959,6,5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,18.34869554111955,18.899995643454815,18.537307113295576,44.22522482275088,44.99595289042184,44.309651896434914,33,-5,-26,1
960,6,7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,3.1,0.44,12.1,15.781700276641791,15.663458060544102,15.322743490259572,136.75097706219532,136.4426815812931,136.40870073107857,-38,-39,-45,0
961,6,5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,27.09324193459532,27.095354683322807,27.2953977568642,91.62117296689725,91.44055099291704,91.4837261697272,-25,-4,-47,0
962,9,6.9,0.36,0.34,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7,57.07233520560608,57.791582975176986,57.03127531930663,119.27119717500487,119.46074928488129,119.99532012009007,-17,-6,6,0
963,5,7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,53.692010533592835,53.24347007376045,53.36898287319907,176.09227131895716,176.52512226822628,176.36455484325919,16,16,46,0
964,6,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,38.68066359707378,38.15579907097087,38.363153918446415,62.3141654914103,62.10122176201472,62.82221281808523,-2,13,12,1
965,7,5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.98976,3.24,0.99,12.1,74.2417519334163,74.61100675943874,74.32858890953813,121.18094168654541,121.23878973127246,121.63869740153831,-24,11,49,0
966,4,6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,4.233337100771922,4.492245659458302,4.874538849466777,11.113020194756853,11.054667992645053,11.083115232467195,0,-24,21,1
967,6,7.3,0.4,0.24,6.7,0.0579999999999999,41.0,166.0,0.995,3.2,0.41,9.9,41.962240828583155,41.400446766684894,41.34004218700683,166.4687221405545,166.07745159399133,166.47416428449424,20,-35,41,0
968,5,7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,24.786701669346066,24.71493889299338,24.5123190983114,144.02044014599352,144.9808833399651,144.04828302471316,49,28,-41,1
969,5,5.7,0.33,0.15,1.9,0.05,20.0,93.0,0.9934,3.38,0.62,9.9,20.56138944072698,20.317637888395733,20.14157193429941,93.07217771953758,93.36028573947564,93.6425505439891,-40,1,-6,0
970,5,6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,6.669740063573469,6.682292535644253,6.226388621885894,19.85515601487698,19.50193022688701,19.47616300473021,34,47,-36,1
971,4,8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,7.030195309523338,7.850592253182553,7.764438671073693,23.03691371690707,23.16603153027183,23.25295634005333,-3,-40,49,1
972,5,8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66,9.0,40.87596621173026,40.831065892253,40.33248138341825,234.7613800819313,234.05676618177702,234.78165206342854,-9,-22,43,0
973,7,6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.99067,3.06,0.5,12.3,33.58258223207774,33.98617361544665,33.610277171830404,112.6105561636306,112.66490559083479,112.29144432542812,3,-3,38,0
974,5,8.3,0.27,0.34,10.2,0.048,50.0,118.0,0.99716,3.18,0.51,10.3,50.380859876035096,50.26862914458243,50.21145430920694,118.60197582864032,118.96256387061003,118.72012608354709,26,-49,-42,0
975,5,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,19.89745268658458,19.97303174002213,19.644099364032876,66.92537350128077,66.96909944077224,66.1260915089202,11,26,-23,1
976,6,6.8,0.19,0.58,14.2,0.038,51.0,164.0,0.9975,3.12,0.48,9.6,51.965531821575766,51.78769062119837,51.20824753676116,164.55479853186128,164.51080402028052,164.39324441770728,-43,17,2,0
977,6,8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,21.049654578426086,21.941122348275538,21.80239255399327,114.64073536962988,114.08544316588652,114.5204481173943,-18,-25,-6,1
978,6,6.4,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,24.34969555681991,24.12047517980753,24.13277923328867,113.38357919033487,113.95967302410028,113.61885187325002,25,12,-39,0
979,6,7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.99312,3.45,0.56,10.4,29.410036587218883,29.23033593241606,29.18040712118217,129.48828720174805,129.25098772565426,129.73529814626878,-4,-32,-43,0
980,5,6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,3.23,0.47,9.2,54.49016155384973,54.825823251048256,54.57073532508164,140.81465067335793,140.6135142108557,140.218153872955,8,-11,42,0
981,5,8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,10.947441703739413,10.764594242612816,10.129629205675032,42.576778294731476,42.21479219717164,42.25945800894426,-14,-33,-10,1
982,5,6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,3.2,0.51,9.4,52.86988795479957,52.62328766062627,52.84262051975489,183.81919245264982,183.84603903570823,183.66007862722552,13,-3,14,0
983,7,6.8,0.19,0.33,1.3,0.031,22.0,87.0,0.98987,3.08,0.62,12.3,22.53024582080983,22.178238429471246,22.91732053360795,87.42300564566057,87.51074819059218,87.7774820503908,13,44,47,0
984,6,6.4,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,27.286926598928897,27.377685715708086,27.39623712518901,109.86816934201822,109.8586675912873,109.45466204692461,-19,-31,-24,0
985,6,7.4,0.36,0.33,1.4,0.025,27.0,55.0,0.9915,3.21,0.33,11.2,27.451821739506098,27.019735963843626,27.31272440504247,55.828624876466634,55.98391495850957,55.22127694615892,33,11,33,0
986,4,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,13.582189204884356,13.650838173725747,13.249792723741885,85.0031730043543,85.33083450860123,85.80234578728562,-11,-44,16,0
987,7,7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.99334,2.93,0.66,10.3,23.24593636949576,23.264210900153103,23.544300162437825,120.64537222208912,120.5631406773649,120.14518611033304,-48,24,-22,0
988,5,6.7,0.18,0.25,14.3,0.048,79.0,149.0,0.9975,3.12,0.37,9.7,79.11566792596483,79.53252827462376,79.49162394422217,149.46847841241222,149.65641049899864,149.91964011732622,3,27,-15,0
989,6,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,37.48784397202758,37.51455124145224,37.991404804890635,130.92799658722623,130.7320000539582,130.5794136247174,-31,-17,-18,0
990,7,7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,40.258670873383004,40.22040787564561,40.37511866410844,114.64070054257331,114.94755346083937,114.27183359231532,13,23,23,0
991,6,7.2,0.24,0.3,1.2,0.037,11.0,95.0,0.98914,2.96,0.36,12.5,11.477733919228564,11.258471008494194,11.976751998349414,95.90808514188217,95.89080474300394,95.57428151807177,32,-33,26,0
992,5,7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,27.786853864724307,27.033529561280325,27.8340616737196,63.586067235887484,63.86984357855149,63.439593844456965,42,-7,-41,1
993,5,6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,15.318096496597297,15.849056011021313,15.093712040630876,95.95263638862033,95.73405999477693,95.67147682009647,45,42,-1,0
994,5,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,33.91054664033239,33.95776860452755,33.335705979883365,139.25822792630055,139.60892710206775,139.96895117046438,48,1,-21,0
995,6,6.6,0.33,0.41,2.0,0.027,14.0,79.0,0.99063,3.27,0.63,12.4,14.14843830071681,14.206880521277247,14.410490294156586,79.00478085274784,79.20807939155216,79.12608795089302,23,2,-15,0
996,5,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,20.601131562449574,20.262569782830564,20.143814467468424,110.78741333649599,110.70888763672491,110.94089674112088,28,-39,42,1
997,6,6.6,0.725,0.09,5.5,0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,9.679796337062562,9.739665148363137,9.529502147304232,17.663705266519717,17.760654265061653,17.80272719260415,-1,21,-13,1
998,5,5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,7.585400750548304,7.628667724365988,7.214153565870637,15.49560695671193,15.139157557315913,15.207349547045796,9,-45,-23,1
999,5,6.1,0.4,0.18,9.0,0.051,28.5,259.0,0.9964,3.19,0.5,8.8,29.35712332897969,29.052502583891716,29.103496101569224,259.33412857152,259.65651993939923,259.74211833008064,-49,-40,-27,0
1000,5,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,55.879949851596834,55.633400784739656,55.92590500308291,173.30135417125624,173.71273648438742,173.67094663539243,26,-45,49,0
1001,7,7.9,0.37,0.3,2.7,0.0289999999999999,64.0,158.0,0.9916,3.12,0.59,12.0,64.19139845453394,64.66702509111813,64.98848431789685,158.52136580697464,158.38087199866905,158.62729967783693,-32,41,38,0
1002,6,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,5.456086269342263,5.149052471763465,5.7238927135938455,20.06739743617723,20.25976393206404,20.12192257692178,-40,31,23,1
1003,5,7.6,0.62,0.32,2.2,0.0819999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,7.776141100835359,7.685068750196736,7.532809694976122,54.527523670697995,54.241420928079776,54.10880122971359,-7,-26,25,1
1004,6,6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,54.26540752489981,54.18986780701551,54.33287966917869,170.60053198538904,170.41421288860116,170.7154575891374,12,-25,-20,0
1005,4,7.2,0.55,0.09,1.5,0.108,16.0,151.0,0.9938,3.07,0.57,9.2,16.036962831341786,16.018373382539817,16.686679880240554,151.4386752316526,151.4581112524067,151.65357196603972,-4,-24,-43,0
1006,6,7.6,0.27,0.34,5.0,0.04,18.0,56.0,0.99084,3.06,0.48,12.4,18.486438042373464,18.193666895923045,18.24423153899016,56.349890455726246,56.74128588793007,56.823312086948675,-28,47,21,0
1007,5,9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,21.72398787629049,21.30939013379879,21.554848760127147,68.81512583451043,68.60272422220349,68.43837240245297,-24,-13,-42,1
1008,6,7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,7.155840534669371,7.236968759219057,7.480497396200617,11.156682761188064,11.34451970138643,11.402192108759136,-6,31,-16,1
1009,7,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,55.751951949685456,55.58343032554634,55.47827912197576,205.7742406633744,205.75446542095696,205.0737065387549,-25,-38,-26,0
1010,7,6.1,0.44,0.28,4.25,0.032,43.0,132.0,0.9916,3.26,0.47,11.266666666666698,43.27494976022931,43.21413360178055,43.13118774705987,132.67598374679176,132.17135543168538,132.24168989070347,-34,-48,-43,0
1011,6,5.7,0.37,0.3,1.1,0.0289999999999999,24.0,88.0,0.98883,3.18,0.39,11.7,24.164594532129158,24.78801380578289,24.56211036481085,88.25826903935804,88.57773716166298,88.623291175129,37,-49,-22,0
1012,6,7.0,0.22,0.28,1.5,0.037,29.0,115.0,0.9927,3.11,0.55,10.5,29.663951270945084,29.707103832404844,29.16473935743383,115.28652153625683,115.11695362779628,115.30843127512624,44,4,-5,0
1013,6,5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,55.75048326841086,55.068492734763396,55.63728370943951,170.36256210063377,170.65821833038407,170.06272596005596,-26,42,-39,0
1014,6,7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,27.315959775148382,27.858373631341507,27.95135922257061,149.04923710137595,149.63693654297236,149.7913362687943,-28,37,14,0
1015,5,6.7,0.3,0.44,18.5,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,65.64993039235218,65.27015589772678,65.0955885106071,224.5983536306966,224.29815298212966,224.5092834573734,42,33,9,0
1016,6,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,16.22985661283014,16.33938551536913,16.438340410097435,24.377413191773837,24.91408738848554,24.545398971320186,7,-31,-13,1
1017,4,7.6,0.21,0.35,1.2,0.0409999999999999,7.0,106.0,0.9914,3.06,0.45,11.3,7.176167251608571,7.398508686828963,7.369848937835616,106.746399348535,106.09630620882568,106.59840567289457,-8,11,22,0
1018,7,6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,39.63950305791001,39.51933706289439,39.808008778676395,124.4311629787488,124.01127569034877,124.90187564492815,0,16,7,0
1019,5,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,14.05403542916667,14.783869724409849,14.394727234551546,31.70685985722401,31.882925694726143,31.586149424163857,-22,-30,22,1
1020,5,6.4,0.24,0.29,1.0,0.038,18.0,122.0,0.9906,3.3,0.42,11.5,18.95511821862411,18.631558930803898,18.85020898319831,122.99330495785244,122.42076611146409,122.40098449238654,-31,21,3,0
1021,5,6.4,0.16,0.31,5.3,0.043,42.0,157.0,0.99455,3.35,0.47,10.5,42.689821951868154,42.64469622866177,42.381527487824656,157.52785244498693,157.73270076057386,157.3072893035326,34,-42,-11,0
1022,5,7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,39.86906473875716,39.19121516615108,39.7277109647213,145.76552717224953,145.44721082422151,145.3313765963173,-27,0,-16,0
1023,5,6.2,0.2,0.26,1.7,0.093,40.0,161.0,0.9924,3.44,0.66,11.0,40.67550272299243,40.333783271797046,40.340381843447396,161.58909036506702,161.9865172659543,161.11345970405273,14,-25,48,0
1024,5,7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,31.64551834398288,31.254366160107967,31.383553319156327,148.5773035986504,148.21713730426552,148.80451744549606,-49,-29,25,0
1025,5,6.1,0.37,0.2,7.6,0.031,49.0,170.0,0.99558,3.22,0.48,9.5,49.97619436820718,49.424590177674844,49.08308763521741,170.45070025184958,170.96247634721163,170.5863349439178,42,12,-22,0
1026,5,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,12.645711956906183,12.831944207839586,12.066205798958931,66.178398407987,66.69059273455977,66.17446355252011,46,-38,-33,1
1027,6,5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,37.83162615737888,37.55568829166304,37.66849141908528,142.37600234596,142.57886832496763,142.2924794946004,38,-29,42,0
1028,6,6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,27.90004630343798,27.140274974716263,27.020705820005375,98.63146078462609,98.47870307746506,98.06216063231955,-41,39,-4,0
1029,5,6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.9955,3.14,0.41,9.6,28.520871622547855,28.680640550900307,28.406200238593975,156.20400644686177,156.60356538220853,156.84369859361425,-4,24,37,0
1030,5,6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.9946,3.52,0.41,10.4,34.49130238509696,34.256457887076365,34.014978121195675,129.31012899571945,129.4692292820642,129.52163886829965,26,-30,46,0
1031,5,6.1,0.27,0.25,1.8,0.0409999999999999,9.0,109.0,0.9929,3.08,0.54,9.0,9.1775589261635,9.399469956626671,9.13232651451384,109.60722631937674,109.2059617510197,109.6940270458059,-33,30,-39,0
1032,7,9.6,0.32,0.47,1.4,0.0559999999999999,9.0,24.0,0.99695,3.22,0.82,10.3,9.726118687794797,9.749028760022732,9.193579383130073,24.40017349476407,24.918906430902215,24.889313988949922,20,-14,-2,1
1033,6,6.9,0.16,0.37,1.8,0.034,36.0,95.0,0.98952,2.93,0.59,12.0,36.668976688091725,36.728074072840656,36.44254315799159,95.48117274283828,95.46726002567728,95.77479651738102,-15,49,-27,0
1034,4,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,3.001599071396766,3.69468733907115,3.303303610725811,10.294938909585492,10.078353410657622,10.358705407586347,-26,22,14,1
1035,5,7.7,0.18,0.3,1.2,0.046,49.0,199.0,0.99413,3.03,0.38,9.3,49.517097613103864,49.17142562217075,49.605383496300504,199.3717639232695,199.14921826000446,199.74888498146157,13,24,16,0
1036,4,4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.99246,3.32,0.36,13.5,4.422231025254344,4.385599570012616,4.716256411320758,10.820608897519483,10.770675336932829,10.46147256466808,9,-31,41,0
1037,6,7.4,0.17,0.29,1.4,0.047,23.0,107.0,0.9939,3.52,0.65,10.4,23.395971948083204,23.641808619588065,23.405064434447556,107.32270831885921,107.29943097672313,107.39692667801295,-14,-10,-48,0
1038,7,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,35.25632847107657,35.38872355321015,35.080080010663785,200.79259788711687,200.10533981299466,200.7011007177215,2,-17,-25,0
1039,5,7.3,0.31,0.69,10.2,0.0409999999999999,58.0,160.0,0.9977,3.06,0.45,8.6,58.10816065692132,58.07934644927648,58.38665410301388,160.27877781790949,160.30224830186032,160.20271246512593,9,37,9,0
1040,7,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,49.38070482084442,48.50251114006366,48.97743317091798,229.44741424604027,229.6863930408208,229.85729658331897,2,46,19,0
1041,7,7.1,0.44,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,24.306191623984514,24.594493139574702,24.124944428232876,100.07717313342872,100.09805154236462,100.78348098896535,-49,17,-47,0
1042,5,7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,7.523774120567639,7.621340282306954,7.40728385628292,18.79683884256829,18.07660357642968,18.712013260911014,47,-43,-30,1
1043,6,7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,18.421536580609605,18.556996130955866,18.34504895103876,29.569229003297526,29.768775885328576,29.665354799959996,-13,25,-17,1
1044,6,6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,45.264523149593295,45.59035846248469,45.10558936148668,104.88364488140756,104.57599917242575,104.01644617131844,-25,-5,-16,0
1045,6,6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,29.115165568928585,29.500617157880562,29.997014314675482,122.8694118777181,122.28280213594822,122.67317979879186,11,38,8,0
1046,5,7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,7.605312818163272,7.8945641816935845,7.813832108744171,12.032283609536258,12.165640293187725,12.808416840125775,-34,-19,-31,1
1047,4,8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,12.25537880654881,12.885155583960922,12.184766644373397,24.426138121671052,24.095048544510902,24.297818934386196,42,29,-20,1
1048,5,5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4,40.95513942760389,40.91941213753912,40.718512354965256,107.26160262902245,107.77669040017236,107.67754148140277,20,-17,-10,0
1049,6,12.7,0.59,0.45,2.3,0.0819999999999999,11.0,22.0,1.0,3.0,0.7,9.3,11.085844516254332,11.212402215637075,11.574281590942526,22.183719560698567,22.27971509050164,22.986544454672888,-11,-46,-6,1
1050,6,6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,50.620986335934624,50.36685120487444,50.98801657258289,163.28955065140164,163.03216605587812,163.235728859912,-37,-36,-32,0
1051,5,6.0,0.33,0.27,0.8,0.185,12.0,188.0,0.9924,3.12,0.62,9.4,12.468364706318278,12.333191424132929,12.181285809159387,188.7038004645027,188.8498217423246,188.64311668984132,41,-16,-21,0
1052,6,6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37,10.0,45.231384678168475,45.55803065061916,45.873505973221995,128.03909566135314,128.3720678340594,128.77483836034028,-25,4,30,0
1053,7,6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,3.08,0.47,12.4,25.68827239115886,25.958002703996097,25.353674991430417,100.23379332202221,100.36279774311029,100.78204891112796,11,19,-44,0
1054,6,4.7,0.6,0.17,2.3,0.0579999999999999,17.0,106.0,0.9932,3.85,0.6,12.9,17.647466559121447,17.365146288943016,17.16920288833182,106.35212583256924,106.02445688577862,106.91797779758595,23,-17,-11,1
1055,6,6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,14.496071759436546,14.102676019493265,14.229045596375151,92.63689029639765,92.46851777164781,92.90680004058896,38,-28,14,0
1056,6,5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,28.60587069779331,28.081494874817174,28.384811757770112,113.67622877827418,113.1153161559195,113.89558840898705,-47,9,-41,0
1057,8,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,30.5657249733527,30.16358516321318,30.28990453339658,110.53611716065947,110.06720459831976,110.74280498883127,-13,27,5,0
1058,5,5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,41.47236818965254,41.74385563051565,41.49252853103076,187.18664935791918,187.24975097773196,187.2969689854695,-19,-46,-2,0
1059,6,6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.9984,3.0,0.43,9.4,17.978726463880633,17.269979447603117,17.93505043745359,149.01851828382385,149.01124675939093,149.1790033168659,19,-46,-15,0
1060,5,7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,51.58677130948654,51.32098409565823,51.44055804429143,147.63568982527744,147.72271324679593,147.91382113845063,24,36,-46,0
1061,6,6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,26.15047341770561,26.025029645421117,26.550359789888297,164.395958508676,164.789140460147,164.96577061576926,40,-23,-45,0
1062,6,6.2,0.32,0.32,2.2,0.036,15.0,70.0,0.9899,3.16,0.48,12.7,15.686623412238479,15.134556561939295,15.829504710826177,70.74602791115286,70.10298432736123,70.05135115118136,29,41,-40,0
1063,4,7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,29.21663706302741,29.601795777282998,29.16707603741216,142.12521017612355,142.56933801132294,142.0137859860645,-7,-12,-2,0
1064,5,9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,9.288715146540321,9.438257559204684,9.896180428275706,104.98661381100884,104.9993617060043,104.02138323943186,-26,-24,32,1
1065,5,6.2,0.3,0.32,1.3,0.054,27.0,183.0,0.99266,3.3,0.43,10.1,27.473451273501848,27.856593353905126,27.610499756634265,183.74874992176626,183.1271470433936,183.04481653328097,25,-36,-16,0
1066,5,5.6,0.35,0.14,5.0,0.046,48.0,198.0,0.9937,3.3,0.71,10.3,48.744534555882694,48.360848600376755,48.97040109039712,198.1793459891044,198.0219985858205,198.4911185976746,-44,-17,48,0
1067,7,7.6,0.19,0.32,18.75,0.047,32.0,193.0,1.00014,3.1,0.5,9.3,32.5414787010413,32.063402412145344,32.15793547579382,193.58518254786475,193.65818797669598,193.8334775968535,14,26,-37,0
1068,7,5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.51,0.58,12.5,50.95518744136324,50.7115659904821,50.47532415550245,127.80232082028782,127.96600149653273,127.00980863083247,7,21,13,0
1069,6,7.0,0.21,0.37,7.2,0.042,36.0,167.0,0.9958,3.26,0.56,9.8,36.129432596412116,36.30486701113553,36.82963999033003,167.61165536316642,167.91176191903196,167.15020286778366,12,34,-12,0
1070,6,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,20.606893243736284,20.2758378462714,20.807831589392045,136.993572856839,136.48111031678812,136.97977351775526,26,28,-19,1
1071,6,8.3,0.26,0.31,2.0,0.0289999999999999,14.0,141.0,0.99077,2.95,0.77,12.2,14.405899334428554,14.996303393124531,14.895915436836436,141.95949724687958,141.82551406389138,141.6080534381484,-2,27,11,0
1072,5,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,36.88745313821288,36.662075286487394,36.357205791931484,174.68284702202854,174.39149175436626,174.36767469505116,-6,-21,25,0
1073,5,6.6,0.4,0.46,6.2,0.0559999999999999,42.0,241.0,0.9968,3.5,0.6,9.9,42.841646090677415,42.948690670786384,42.87114705260753,241.96826064150034,241.12627384045575,241.78006998751567,-5,45,33,0
1074,5,6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,34.08383266427698,34.91547470790267,34.44116691823772,149.50427658180024,149.63742582802763,149.37480563557455,25,-3,21,0
1075,5,6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,44.4990072876234,44.18816014008244,44.76219119125541,147.18542290640625,147.85163018528465,147.2575980017225,3,-48,13,0
1076,7,6.8,0.27,0.49,1.2,0.044,35.0,126.0,0.99,3.13,0.48,12.1,35.857796530098675,35.07234917827298,35.21131906046965,126.04460129281,126.01275684511728,126.03695446407968,-33,4,10,0
1077,6,6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,2.96,0.59,10.2,7.4015414272065625,7.415983673647208,7.709913470433255,109.80942830973714,109.06753429652746,109.52791817515653,-22,-4,37,0
1078,6,8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0,41.21943523708263,41.170415405813614,41.32078964923839,92.85630561619648,92.33815579978561,92.56848802396539,37,2,-30,0
1079,6,6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,47.3444234178386,47.25895378690768,47.2598597019567,90.73829323311269,90.06480607432583,90.64083745210303,-34,-32,33,0
1080,6,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,33.8098761772776,33.85182668135022,33.55824123361826,158.79464011772646,158.991472325076,158.26420858910652,4,-35,42,0
1081,4,6.5,0.33,0.72,1.1,0.061,7.0,151.0,0.993,3.09,0.57,9.5,7.448600997212988,7.635631445194786,7.429212335601397,151.86450474464237,151.29563551898758,151.1577890372394,-44,4,-34,0
1082,5,7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,8.646205877472003,8.633268174873473,8.695022434291486,86.14331129456403,86.35564177775366,86.17239257092244,-36,24,-42,1
1083,5,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,15.978068006133718,15.631910963357969,15.488514028794192,37.89326816546826,37.06375178081066,37.388156344784356,-50,37,-50,1
1084,7,7.6,0.48,0.33,7.0,0.024,14.0,130.0,0.9918,3.25,0.45,12.5,14.163390768375908,14.386077622169706,14.676742402806463,130.15365999996976,130.53225044124702,130.6305308575867,37,42,30,0
